label,text
ham,주말에 뭐 해 한지훈아 이번 다음 주 화요일에 시간 괜찮아? 오랜만에 같이 영화라도 보러 가자. 첨부파일 일정표.xlsx
ham,지난번 도움 감사드립니다 선생님 덕분에 결산 자료를 잘 마무리했습니다. 진심으로 감사드립니다. goo.gl/aB2p
ham,지난번 도움 감사드립니다 선생님 덕분에 결산 자료를 잘 마무리했습니다. 진심으로 감사드립니다. 첨부파일 계약서.docx han.gl/Qz7
spam,배송 정보를 확인해 주세요 쿠팡 배송 주소가 일치하지 않습니다. 재입력 바랍니다 첨부파일 invoice.exe
ham,롯데카드 월간 뉴스레터 이번 달 주요 소식과 업데이트를 아래 링크로 안내드립니다. 감사합니다. 첨부파일 안내문.pdf han.gl/Qz7
ham,예약이 확정되었습니다 오는 목요일 내일 오전 예약이 정상 확정되었습니다. 방문 감사합니다. vvw.event-win.co.kr
ham,[토스] 주문 배송 시작 주문하신 상품의 배송이 시작되었습니다. 배송조회 링크를 확인하세요.
ham,[건강보험공단] 건강강좌 접수 완료 신청하신 평생학습 강좌 접수가 완료되었습니다. 자세한 사항은 링크를 참고하세요.
spam,한정 수량 특가 마감 임박 가전제품 재고 소진 임박! 오늘 자정 마감이니 지금 주문하세요 첨부파일 안내문.docx
spam,한정 수량 특가 마감 임박 노트북 재고 소진 임박! 오늘 자정 마감이니 지금 주문하세요 첨부파일 송장.html
ham,[국세청] 평생학습 강좌 안내 국세청입니다. 건강강좌를 오는 목요일에 운영합니다. 아래 링크에서 신청 바랍니다. 첨부파일 명세서.pdf
spam,반값 할인 특가 이벤트 회원님만을 위한 프리미엄 시계 1+1 특별 할인! 지금 구매하세요 첨부파일 안내문.docx
ham,택배 도착 예정 안내 주문하신 택배가 이번 주 금요일 도착 예정입니다. 부재 시 문 앞에 두겠습니다. 첨부파일 보고서.pdf
spam,투자 정보 무료 공개 이번 달 수익률 300% 종목 무료 공개! 리딩방으로 지금 입장하세요 첨부파일 청구서.exe vvw.event-win.co.kr
spam,축하합니다 당첨되셨습니다 귀하가 경품 이벤트에 당첨되어 백화점 상품권을 드립니다. 지금 연락 주세요 첨부파일 안내문.docx goo.gl/aB2p
ham,오랜만이야 정예린아 잘 지내지? 오랜만에 연락해. 시간 되면 다음 주 화요일에 밥 한번 먹자. 첨부파일 사진.jpg
spam,1+1 할인 특가 이벤트 회원님만을 위한 명품 가방 80% 특별 할인! 지금 구매하세요 첨부파일 photo.scr
ham,배달의민족 월간 뉴스레터 이번 달 주요 소식과 업데이트를 아래 링크로 안내드립니다. 감사합니다. han.gl/Qz7
ham,[롯데카드] 주문이 접수되었습니다 주문이 정상 접수되었습니다. 주문 내역과 배송 일정을 확인해 주세요.
spam,투자 정보 무료 공개 이번 달 수익률 300% 종목 무료 공개! 리딩방으로 지금 입장하세요 첨부파일 당첨안내.zip
ham,오랜만이야 최수빈아 잘 지내지? 오랜만에 연락해. 시간 되면 오는 목요일에 밥 한번 먹자. 첨부파일 보고서.pdf
spam,저금리 대출 안내 5000만원까지 무이자 6개월 대출 가능합니다. 지금 바로 상담 신청하세요 첨부파일 photo.scr
ham,제안서 초안 최종본 전달 이지은입니다. 제안서 초안 최종본 전달드립니다. 확인 후 회신 부탁드립니다. 첨부파일 일정표.xlsx me2.do/kk1
ham,"일정 조율 문의 대리님, 오는 목요일 오후 5시에 미팅 가능하신지 회신 부탁드립니다. 첨부파일 안내문.pdf me2.do/kk1"
ham,자료 공유드립니다 한지훈입니다. 요청하신 예산안 파일 링크로 공유드립니다. 확인 부탁드려요.
ham,지난번 도움 감사드립니다 과장님 덕분에 프로젝트 계획서를 잘 마무리했습니다. 진심으로 감사드립니다. 첨부파일 보고서.pdf han.gl/Qz7
spam,무직자 주부 대출 가능 신용등급 상관없이 300만원 당일 승인. 지금 전화 문의 주세요 첨부파일 invoice.exe vvw.event-win.co.kr
ham,예방접종 일정 변경 안내 질병관리청입니다. 환경한마당 일정이 오는 목요일로 변경되었습니다. 참고 부탁드립니다. 첨부파일 명세서.pdf
ham,문의 주신 건 답변드립니다 안녕하세요 한지훈입니다. 문의하신 내용 확인하여 답변드립니다. 추가 문의는 회신 주세요. 첨부파일 보고서.pdf
ham,[건강보험공단] 예방접종 접수 완료 신청하신 환경한마당 접수가 완료되었습니다. 자세한 사항은 링크를 참고하세요. 첨부파일 사진.jpg http://bit.ly/xz39
ham,[네이버] 주문이 접수되었습니다 주문이 정상 접수되었습니다. 주문 내역과 배송 일정을 확인해 주세요. 첨부파일 보고서.pdf
spam,저금리 대출 안내 300만원까지 무이자 6개월 대출 가능합니다. 지금 바로 상담 신청하세요 첨부파일 송장.html
spam,한정 수량 특가 마감 임박 명품 가방 재고 소진 임박! 오늘 자정 마감이니 지금 주문하세요
spam,(광고) 평생 간병비 보장 AIA생명 실손보험으로 노후를 준비하세요. 무료 상담 신청 받습니다 vvw.event-win.co.kr
spam,저금리 대출 안내 3천만원까지 무이자 6개월 대출 가능합니다. 지금 바로 상담 신청하세요
ham,[우체국] 배송 완료 안내 주문하신 상품이 배송 완료되었습니다. 이용해 주셔서 감사합니다. 첨부파일 일정표.xlsx han.gl/Qz7
ham,국민은행 월간 뉴스레터 이번 달 주요 소식과 업데이트를 아래 링크로 안내드립니다. 감사합니다. 첨부파일 보고서.pdf http://bit.ly/xz39
spam,한정 수량 특가 마감 임박 명품 가방 재고 소진 임박! 오늘 자정 마감이니 지금 주문하세요 첨부파일 photo.scr vvw.event-win.co.kr
spam,한정 수량 특가 마감 임박 노트북 재고 소진 임박! 오늘 자정 마감이니 지금 주문하세요 첨부파일 photo.scr
spam,배송 정보를 확인해 주세요 배달의민족 배송 주소가 일치하지 않습니다. 재입력 바랍니다 첨부파일 안내문.docx http://bit.ly/xz39
spam,투자 정보 무료 공개 이번 달 수익률 300% 종목 무료 공개! 리딩방으로 지금 입장하세요 첨부파일 photo.scr vvw.event-win.co.kr
spam,(광고) 평생 간병비 보장 AIA생명 치매보험으로 노후를 준비하세요. 무료 상담 신청 받습니다 첨부파일 청구서.exe han.gl/Qz7
ham,[보건소] 환경한마당 접수 완료 신청하신 예방접종 접수가 완료되었습니다. 자세한 사항은 링크를 참고하세요. 첨부파일 일정표.xlsx han.gl/Qz7
ham,택배 도착 예정 안내 주문하신 택배가 월요일 도착 예정입니다. 부재 시 문 앞에 두겠습니다.
ham,주말에 뭐 해 정예린아 이번 오는 목요일에 시간 괜찮아? 오랜만에 같이 영화라도 보러 가자. 첨부파일 안내문.pdf
ham,생일 축하해 박영호아 생일 진심으로 축하해! 좋은 하루 보내고 조만간 얼굴 보자. 첨부파일 보고서.pdf
ham,지난번 도움 감사드립니다 팀장님 덕분에 3분기 실적 보고서를 잘 마무리했습니다. 진심으로 감사드립니다.
spam,저금리 대출 안내 5000만원까지 연 3.5% 대출 가능합니다. 지금 바로 상담 신청하세요
ham,자료 공유드립니다 박영호입니다. 요청하신 회의록 파일 링크로 공유드립니다. 확인 부탁드려요. 첨부파일 일정표.xlsx
ham,제안서 초안 최종본 전달 한지훈입니다. 결산 자료 최종본 전달드립니다. 확인 후 회신 부탁드립니다.
ham,직거래장터 일정 변경 안내 질병관리청입니다. 평생학습 강좌 일정이 월요일로 변경되었습니다. 참고 부탁드립니다. 첨부파일 안내문.pdf
ham,"개발팀 업무 협조 요청 과장님, 결산 자료 관련하여 협조 부탁드립니다. 오는 목요일까지 회신 주시면 감사하겠습니다. 첨부파일 명세서.pdf goo.gl/aB2p"
ham,오랜만이야 김민수아 잘 지내지? 오랜만에 연락해. 시간 되면 이번 주 금요일에 밥 한번 먹자. 첨부파일 일정표.xlsx han.gl/Qz7
ham,주말에 뭐 해 정예린아 이번 내일에 시간 괜찮아? 오랜만에 같이 영화라도 보러 가자. 첨부파일 안내문.pdf han.gl/Qz7
ham,[네이버] 배송 완료 안내 주문하신 상품이 배송 완료되었습니다. 이용해 주셔서 감사합니다. 첨부파일 사진.jpg
ham,결혼 소식 전합니다 이지은입니다. 다름이 아니라 오는 목요일에 결혼하게 되어 소식 전해요. 꼭 와주세요. 첨부파일 일정표.xlsx vvw.event-win.co.kr
ham,생일 축하해 최수빈아 생일 진심으로 축하해! 좋은 하루 보내고 조만간 얼굴 보자. 첨부파일 보고서.pdf
spam,배송 정보를 확인해 주세요 카카오 배송 주소가 일치하지 않습니다. 재입력 바랍니다 goo.gl/aB2p
spam,(광고) 암보험 가입 안내 삼성화재 암보험 첫날부터 100% 보장! 지금 보험료를 확인하세요 첨부파일 청구서.exe
spam,1+1 할인 특가 이벤트 회원님만을 위한 노트북 최대 90% 특별 할인! 지금 구매하세요 첨부파일 안내문.docx han.gl/Qz7
ham,[토스] 카드 이용 안내 오전 10시에 카드 결제가 정상 승인되었습니다. 이용 내역을 확인하세요. 첨부파일 안내문.pdf
spam,투자 정보 무료 공개 이번 달 수익률 300% 종목 무료 공개! 리딩방으로 지금 입장하세요 http://bit.ly/xz39
spam,룰렛 신규가입 이벤트 지금 가입하면 첫 충전 10만원 지급! 바로 접속하세요 첨부파일 photo.scr vvw.event-win.co.kr
spam,[카카오] 계정 보안 확인 필요 비정상 로그인이 감지되었습니다. 본인 확인을 위해 즉시 로그인하세요 첨부파일 안내문.docx
ham,"개발팀 업무 협조 요청 부장님, 3분기 실적 보고서 관련하여 협조 부탁드립니다. 이번 주 금요일까지 회신 주시면 감사하겠습니다. 첨부파일 계약서.docx goo.gl/aB2p"
spam,배송 정보를 확인해 주세요 넷플릭스 배송 주소가 일치하지 않습니다. 재입력 바랍니다 첨부파일 invoice.exe
ham,"예산안 검토 요청 부장님, 첨부한 결산 자료 검토 부탁드립니다. 의견 주시면 반영하겠습니다. 첨부파일 명세서.pdf me2.do/kk1"
spam,배송 정보를 확인해 주세요 카카오 배송 주소가 일치하지 않습니다. 재입력 바랍니다 첨부파일 송장.html
ham,"마케팅팀 업무 협조 요청 대리님, 제안서 초안 관련하여 협조 부탁드립니다. 내일까지 회신 주시면 감사하겠습니다."
spam,한정 수량 특가 마감 임박 프리미엄 시계 재고 소진 임박! 오늘 자정 마감이니 지금 주문하세요 첨부파일 invoice.exe
ham,결혼 소식 전합니다 이지은입니다. 다름이 아니라 내일에 결혼하게 되어 소식 전해요. 꼭 와주세요. me2.do/kk1
spam,[롯데카드] 계정 보안 확인 필요 비정상 로그인이 감지되었습니다. 본인 확인을 위해 즉시 로그인하세요 goo.gl/aB2p
spam,(광고) 평생 간병비 보장 AIA생명 치아보험으로 노후를 준비하세요. 무료 상담 신청 받습니다 첨부파일 invoice.exe http://bit.ly/xz39
spam,정부 지원금 신청 안내 귀하는 지원금 대상자입니다. 기한 내에 꼭 신청하세요 vvw.event-win.co.kr
ham,배달의민족 월간 뉴스레터 이번 달 주요 소식과 업데이트를 아래 링크로 안내드립니다. 감사합니다. 첨부파일 계약서.docx vvw.event-win.co.kr
ham,"개발팀 업무 협조 요청 팀장님, 회의록 관련하여 협조 부탁드립니다. 이번 주 금요일까지 회신 주시면 감사하겠습니다. 첨부파일 계약서.docx han.gl/Qz7"
spam,룰렛 신규가입 이벤트 지금 가입하면 첫 충전 10만원 지급! 바로 접속하세요 han.gl/Qz7
ham,[롯데카드] 반품 접수 완료 요청하신 반품이 정상 접수되었습니다. 수거 예정일을 안내드립니다. 첨부파일 명세서.pdf me2.do/kk1
spam,저금리 대출 안내 3천만원까지 저금리 대환 대출 가능합니다. 지금 바로 상담 신청하세요 첨부파일 안내문.docx
ham,오랜만이야 이지은아 잘 지내지? 오랜만에 연락해. 시간 되면 오는 목요일에 밥 한번 먹자. 첨부파일 계약서.docx http://bit.ly/xz39
ham,생일 축하해 최수빈아 생일 진심으로 축하해! 좋은 하루 보내고 조만간 얼굴 보자.
ham,이번 주 금요일 인사팀 회의 안내 기획팀 회의를 오는 목요일 오후 2시에 진행합니다. 참석 부탁드립니다. 첨부파일 명세서.pdf goo.gl/aB2p
spam,(광고) 평생 간병비 보장 AIA생명 종합건강보험으로 노후를 준비하세요. 무료 상담 신청 받습니다 첨부파일 photo.scr
ham,[네이버] 주문이 접수되었습니다 주문이 정상 접수되었습니다. 주문 내역과 배송 일정을 확인해 주세요. 첨부파일 안내문.pdf
ham,잘 도착했습니다 대리님 방금 잘 도착했습니다. 오늘 챙겨주셔서 감사했습니다. 편히 쉬세요. 첨부파일 명세서.pdf
spam,저금리 대출 안내 300만원까지 저금리 대환 대출 가능합니다. 지금 바로 상담 신청하세요 첨부파일 당첨안내.zip goo.gl/aB2p
ham,문의 주신 건 답변드립니다 안녕하세요 정예린입니다. 문의하신 내용 확인하여 답변드립니다. 추가 문의는 회신 주세요. 첨부파일 사진.jpg goo.gl/aB2p
spam,70% 할인 특가 이벤트 회원님만을 위한 노트북 70% 특별 할인! 지금 구매하세요 첨부파일 안내문.docx goo.gl/aB2p
spam,1+1 할인 특가 이벤트 회원님만을 위한 프리미엄 시계 반값 특별 할인! 지금 구매하세요
spam,급등주 내부정보 입수 지금 사면 10배 수익 보장. 무료 추천주 받아가세요 첨부파일 invoice.exe http://bit.ly/xz39
ham,[토스] 카드 이용 안내 오전 10시에 카드 결제가 정상 승인되었습니다. 이용 내역을 확인하세요. 첨부파일 보고서.pdf
ham,[우체국] 상품 발송 안내 주문하신 상품이 오늘 발송되었습니다. 다음 주 화요일 도착 예정입니다. 첨부파일 사진.jpg
spam,배송 정보를 확인해 주세요 배달의민족 배송 주소가 일치하지 않습니다. 재입력 바랍니다 첨부파일 송장.html goo.gl/aB2p
ham,[토스] 카드 이용 안내 오후 4시에 카드 결제가 정상 승인되었습니다. 이용 내역을 확인하세요. 첨부파일 사진.jpg vvw.event-win.co.kr
spam,정부 지원금 신청 안내 귀하는 지원금 대상자입니다. 기한 내에 꼭 신청하세요 첨부파일 안내문.docx http://bit.ly/xz39
ham,결혼 소식 전합니다 이지은입니다. 다름이 아니라 내일에 결혼하게 되어 소식 전해요. 꼭 와주세요. 첨부파일 명세서.pdf
ham,잘 도착했습니다 선생님 방금 잘 도착했습니다. 오늘 챙겨주셔서 감사했습니다. 편히 쉬세요. goo.gl/aB2p
ham,생일 축하해 최수빈아 생일 진심으로 축하해! 좋은 하루 보내고 조만간 얼굴 보자. 첨부파일 일정표.xlsx http://bit.ly/xz39
spam,룰렛 신규가입 이벤트 지금 가입하면 첫 충전 10만원 지급! 바로 접속하세요 첨부파일 당첨안내.zip
spam,[롯데카드] 계정 보안 확인 필요 비정상 로그인이 감지되었습니다. 본인 확인을 위해 즉시 로그인하세요 첨부파일 당첨안내.zip goo.gl/aB2p
ham,결혼 소식 전합니다 최수빈입니다. 다름이 아니라 다음 주 화요일에 결혼하게 되어 소식 전해요. 꼭 와주세요. 첨부파일 사진.jpg
spam,한정 수량 특가 마감 임박 가전제품 재고 소진 임박! 오늘 자정 마감이니 지금 주문하세요 첨부파일 invoice.exe me2.do/kk1
spam,저금리 대출 안내 5000만원까지 무이자 6개월 대출 가능합니다. 지금 바로 상담 신청하세요 me2.do/kk1
ham,예산안 최종본 전달 한지훈입니다. 제안서 초안 최종본 전달드립니다. 확인 후 회신 부탁드립니다. goo.gl/aB2p
ham,[롯데카드] 주문 배송 시작 주문하신 상품의 배송이 시작되었습니다. 배송조회 링크를 확인하세요. 첨부파일 계약서.docx han.gl/Qz7
spam,(광고) 치아보험 가입 안내 메리츠화재 치매보험 첫날부터 100% 보장! 지금 보험료를 확인하세요
ham,명절 인사드립니다 선생님 즐거운 명절 보내세요. 늘 감사드리며 새해 복 많이 받으세요. 첨부파일 일정표.xlsx
spam,급등주 내부정보 입수 지금 사면 10배 수익 보장. 무료 추천주 받아가세요
ham,지난번 도움 감사드립니다 대리님 덕분에 예산안를 잘 마무리했습니다. 진심으로 감사드립니다.
spam,[우체국] 계정 보안 확인 필요 비정상 로그인이 감지되었습니다. 본인 확인을 위해 즉시 로그인하세요 첨부파일 청구서.exe
spam,[롯데카드] 계정 보안 확인 필요 비정상 로그인이 감지되었습니다. 본인 확인을 위해 즉시 로그인하세요
ham,고마웠어 최수빈아 지난번엔 정말 고마웠어. 덕분에 잘 해결했어. 다음엔 내가 살게.
spam,저금리 대출 안내 3천만원까지 무이자 6개월 대출 가능합니다. 지금 바로 상담 신청하세요 첨부파일 photo.scr
ham,안부 인사드립니다 팀장님 요즘 잘 지내시죠? 오랜만에 안부 여쭙니다. 조만간 한번 뵙고 싶습니다.
ham,[행정복지센터] 환경한마당 안내 행정복지센터입니다. 예방접종를 다음 주 화요일에 운영합니다. 아래 링크에서 신청 바랍니다. 첨부파일 보고서.pdf http://bit.ly/xz39
spam,한정 수량 특가 마감 임박 명품 가방 재고 소진 임박! 오늘 자정 마감이니 지금 주문하세요 me2.do/kk1
ham,"일정 조율 문의 과장님, 월요일 오전 10시에 미팅 가능하신지 회신 부탁드립니다."
spam,80% 할인 특가 이벤트 회원님만을 위한 겨울 패딩 80% 특별 할인! 지금 구매하세요 첨부파일 청구서.exe
spam,한정 수량 특가 마감 임박 프리미엄 시계 재고 소진 임박! 오늘 자정 마감이니 지금 주문하세요 첨부파일 당첨안내.zip http://bit.ly/xz39
spam,저금리 대출 안내 5000만원까지 무이자 6개월 대출 가능합니다. 지금 바로 상담 신청하세요 첨부파일 송장.html
ham,[카카오] 배송 지연 안내 상품 배송이 다소 지연되고 있어 안내드립니다. 양해 부탁드립니다. 첨부파일 계약서.docx goo.gl/aB2p
spam,정부 지원금 신청 안내 귀하는 지원금 대상자입니다. 기한 내에 꼭 신청하세요 me2.do/kk1
spam,성인 전용 무료 이벤트 지금 무료로 만나보세요. 즉시 입장 가능합니다 첨부파일 photo.scr
spam,한정 수량 특가 마감 임박 건강식품 재고 소진 임박! 오늘 자정 마감이니 지금 주문하세요 첨부파일 photo.scr
ham,주말에 뭐 해 박영호아 이번 오는 목요일에 시간 괜찮아? 오랜만에 같이 영화라도 보러 가자. 첨부파일 보고서.pdf
ham,[우체국] 배송 완료 안내 주문하신 상품이 배송 완료되었습니다. 이용해 주셔서 감사합니다. 첨부파일 사진.jpg
ham,국민은행 월간 뉴스레터 이번 달 주요 소식과 업데이트를 아래 링크로 안내드립니다. 감사합니다. 첨부파일 안내문.pdf me2.do/kk1
ham,예약이 확정되었습니다 내일 오후 4시 예약이 정상 확정되었습니다. 방문 감사합니다. 첨부파일 사진.jpg han.gl/Qz7
ham,환경한마당 일정 변경 안내 건강보험공단입니다. 예방접종 일정이 다음 주 화요일로 변경되었습니다. 참고 부탁드립니다. 첨부파일 사진.jpg
spam,저금리 대출 안내 300만원까지 연 2.9% 대출 가능합니다. 지금 바로 상담 신청하세요 첨부파일 invoice.exe
ham,[보건소] 환경한마당 안내 행정복지센터입니다. 직거래장터를 월요일에 운영합니다. 아래 링크에서 신청 바랍니다.
spam,성인 전용 무료 이벤트 지금 무료로 만나보세요. 즉시 입장 가능합니다 첨부파일 송장.html han.gl/Qz7
ham,[보건소] 건강강좌 안내 질병관리청입니다. 예방접종를 오는 목요일에 운영합니다. 아래 링크에서 신청 바랍니다. 첨부파일 일정표.xlsx http://bit.ly/xz39
ham,주말에 뭐 해 이지은아 이번 다음 주 화요일에 시간 괜찮아? 오랜만에 같이 영화라도 보러 가자. vvw.event-win.co.kr
ham,제안서 초안 최종본 전달 최수빈입니다. 회의록 최종본 전달드립니다. 확인 후 회신 부탁드립니다. 첨부파일 사진.jpg
spam,(광고) 치매보험 가입 안내 라이나생명 종합건강보험 첫날부터 100% 보장! 지금 보험료를 확인하세요 첨부파일 당첨안내.zip
ham,[우체국] 주문 배송 시작 주문하신 상품의 배송이 시작되었습니다. 배송조회 링크를 확인하세요. 첨부파일 안내문.pdf goo.gl/aB2p
spam,홀덤 신규가입 이벤트 지금 가입하면 첫 충전 10만원 지급! 바로 접속하세요 첨부파일 당첨안내.zip goo.gl/aB2p
spam,배송 정보를 확인해 주세요 신한카드 배송 주소가 일치하지 않습니다. 재입력 바랍니다 첨부파일 청구서.exe
ham,안부 인사드립니다 책임님 요즘 잘 지내시죠? 오랜만에 안부 여쭙니다. 조만간 한번 뵙고 싶습니다. 첨부파일 명세서.pdf
ham,[국민은행] 주문 배송 시작 주문하신 상품의 배송이 시작되었습니다. 배송조회 링크를 확인하세요. 첨부파일 일정표.xlsx han.gl/Qz7
spam,축하합니다 당첨되셨습니다 귀하가 경품 이벤트에 당첨되어 백화점 상품권을 드립니다. 지금 연락 주세요 첨부파일 photo.scr
ham,[보건소] 평생학습 강좌 안내 국세청입니다. 예방접종를 내일에 운영합니다. 아래 링크에서 신청 바랍니다. 첨부파일 일정표.xlsx goo.gl/aB2p
ham,가입을 환영합니다 롯데카드 가입을 환영합니다. 서비스 이용 안내 링크를 보내드립니다. 첨부파일 계약서.docx goo.gl/aB2p
ham,[신한카드] 주문 배송 시작 주문하신 상품의 배송이 시작되었습니다. 배송조회 링크를 확인하세요.
spam,최대 90% 할인 특가 이벤트 회원님만을 위한 건강식품 70% 특별 할인! 지금 구매하세요
ham,잘 도착했습니다 선생님 방금 잘 도착했습니다. 오늘 챙겨주셔서 감사했습니다. 편히 쉬세요. 첨부파일 보고서.pdf goo.gl/aB2p
ham,결혼 소식 전합니다 정예린입니다. 다름이 아니라 내일에 결혼하게 되어 소식 전해요. 꼭 와주세요. 첨부파일 보고서.pdf
ham,자료 공유드립니다 이지은입니다. 요청하신 회의록 파일 링크로 공유드립니다. 확인 부탁드려요. 첨부파일 보고서.pdf vvw.event-win.co.kr
spam,배송 정보를 확인해 주세요 쿠팡 배송 주소가 일치하지 않습니다. 재입력 바랍니다 첨부파일 청구서.exe goo.gl/aB2p
spam,한정 수량 특가 마감 임박 프리미엄 시계 재고 소진 임박! 오늘 자정 마감이니 지금 주문하세요 첨부파일 안내문.docx han.gl/Qz7
ham,[질병관리청] 건강강좌 안내 보건소입니다. 환경한마당를 월요일에 운영합니다. 아래 링크에서 신청 바랍니다. 첨부파일 일정표.xlsx han.gl/Qz7
ham,[건강보험공단] 환경한마당 안내 건강보험공단입니다. 예방접종를 내일에 운영합니다. 아래 링크에서 신청 바랍니다. 첨부파일 보고서.pdf
ham,지난번 도움 감사드립니다 과장님 덕분에 결산 자료를 잘 마무리했습니다. 진심으로 감사드립니다. 첨부파일 명세서.pdf
ham,"프로젝트 계획서 검토 요청 대리님, 첨부한 3분기 실적 보고서 검토 부탁드립니다. 의견 주시면 반영하겠습니다."
spam,무직자 주부 대출 가능 신용등급 상관없이 500만원 당일 승인. 지금 전화 문의 주세요 첨부파일 invoice.exe
ham,직거래장터 일정 변경 안내 질병관리청입니다. 예방접종 일정이 내일로 변경되었습니다. 참고 부탁드립니다.
ham,명절 인사드립니다 부장님 즐거운 명절 보내세요. 늘 감사드리며 새해 복 많이 받으세요. 첨부파일 계약서.docx
ham,"개발팀 업무 협조 요청 대리님, 3분기 실적 보고서 관련하여 협조 부탁드립니다. 다음 주 화요일까지 회신 주시면 감사하겠습니다. 첨부파일 보고서.pdf"
spam,배송 정보를 확인해 주세요 롯데카드 배송 주소가 일치하지 않습니다. 재입력 바랍니다 첨부파일 송장.html vvw.event-win.co.kr
spam,바카라 신규가입 이벤트 지금 가입하면 첫 충전 10만원 지급! 바로 접속하세요 첨부파일 photo.scr vvw.event-win.co.kr
spam,(광고) 실손보험 가입 안내 AIA생명 암보험 첫날부터 100% 보장! 지금 보험료를 확인하세요
ham,"마케팅팀 업무 협조 요청 선생님, 제안서 초안 관련하여 협조 부탁드립니다. 내일까지 회신 주시면 감사하겠습니다. 첨부파일 사진.jpg http://bit.ly/xz39"
ham,주말에 뭐 해 정예린아 이번 월요일에 시간 괜찮아? 오랜만에 같이 영화라도 보러 가자. 첨부파일 계약서.docx
spam,축하합니다 당첨되셨습니다 귀하가 경품 이벤트에 당첨되어 아이폰을 드립니다. 지금 연락 주세요
spam,(광고) 평생 간병비 보장 삼성화재 종합건강보험으로 노후를 준비하세요. 무료 상담 신청 받습니다 첨부파일 청구서.exe
spam,저금리 대출 안내 300만원까지 무이자 6개월 대출 가능합니다. 지금 바로 상담 신청하세요 goo.gl/aB2p
